thickness,subunit_segments,tilt,pdb_code,membrane_topology_in,membrane_topology_out,group
4.6,0.0,40.0,6A2E,cytoplasmic side,periplasm,MONOTOPIC MEMBRANE PROTEINS
1.6,0.0,78.0,6QGS,cytoplasmic side,extracellular side,MONOTOPIC MEMBRANE PROTEINS
31.4,13.0,2.0,7C76,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
3.1,0.0,86.0,6IG4,mitochondrial matrix,intermembrane space,MONOTOPIC MEMBRANE PROTEINS
29.0,24.0,0.0,5HVX,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.2,24.0,0.0,6SX5,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.0,18.0,0.0,2WP9,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.4,24.0,7.0,5X0M,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
35.6,14.0,2.0,7W0L,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.4,7.0,3.0,5VBL,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,7.0,5.0,7E32,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.2,7.0,1.0,7E33,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.8,7.0,10.0,7C61,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,7.0,9.0,6WHA,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.2,7.0,1.0,7X5H,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,24.0,0.0,6B5V,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,24.0,0.0,6O1N,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,13.0,1.0,7C77,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
1.7,0.0,87.0,6MO6,mitochondrial matrix,intermembrane space,MONOTOPIC MEMBRANE PROTEINS
1.5,0.0,87.0,6DV2,mitochondrial matrix,intermembrane space,MONOTOPIC MEMBRANE PROTEINS
35.4,7.0,7.0,7RAN,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.6,7.0,5.0,7XT8,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.2,7.0,5.0,7SRS,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.8,7.0,5.0,8DPF,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.8,7.0,5.0,7DB6,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.4,7.0,4.0,7YS6,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.6,7.0,8.0,7VGY,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,7.0,5.0,7VH0,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,7.0,1.0,7VKT,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
6.0,0.0,88.0,4G9K,mitochondrial matrix,intermembrane space,MONOTOPIC MEMBRANE PROTEINS
31.2,1.0,25.0,8AR2,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
6.0,0.0,88.0,4G6G,mitochondrial matrix,intermembrane space,MONOTOPIC MEMBRANE PROTEINS
6.2,0.0,90.0,4NWZ,cytoplasmic side,periplasm,MONOTOPIC MEMBRANE PROTEINS
8.8,0.0,87.0,8AR3,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,3.0,19.0,5HK1,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,3.0,0.0,7W2B,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,8.0,0.0,7M93,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,7.0,6.0,8G59,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,18.0,0.0,5SY1,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,7.0,6.0,7YU3,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.8,6.0,3.0,2H88,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.2,7.0,12.0,6DO1,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,21.0,0.0,2BRD,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.0,7.0,5.0,6OS0,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.2,7.0,7.0,5XJM,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,7.0,8.0,7CX2,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
20.9,27.0,0.0,7CP9,cytoplasmic side ,intermembrane space,TRANSMEMBRANE PROTEINS:BETA-BARREL
32.2,7.0,8.0,6JOD,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,24.0,3.0,6NT3,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,24.0,1.0,7DTD,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,24.0,1.0,6J8E,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,27.0,4.0,7W7F,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,25.0,4.0,5XSY,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
11.3,0.0,87.0,6L06,cytoplasmic side,periplasm,MONOTOPIC MEMBRANE PROTEINS
31.4,7.0,8.0,5YWY,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,25.0,2.0,6AGF,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,7.0,19.0,7D7M,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.6,7.0,17.0,7RMG,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,7.0,14.0,7F4D,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
11.3,0.0,87.0,7CNW,cytoplasmic side,periplasm,MONOTOPIC MEMBRANE PROTEINS
8.3,0.0,72.0,2XCI,periplasm,extracellular side,MONOTOPIC MEMBRANE PROTEINS
30.2,24.0,1.0,6UZ3,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.6,7.0,10.0,7PIV,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
23.4,26.0,4.0,4N4R,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
30.2,24.0,3.0,7K18,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,21.0,0.0,1AP9,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,7.0,9.0,7F53,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,7.0,27.0,6IBB,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,21.0,0.0,1BRR,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,7.0,14.0,7F9Y,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,7.0,12.0,7NA7,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.6,7.0,12.0,6Z10,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,7.0,1.0,7CFM,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.4,7.0,19.0,7KH0,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,7.0,12.0,7DW9,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,21.0,0.0,1BRX,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.6,7.0,24.0,1R84,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,21.0,0.0,1QKP,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,21.0,0.0,1M0K,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,21.0,0.0,1KG8,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,21.0,0.0,1QHJ,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,21.0,0.0,1C3W,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
5.6,0.0,49.0,6EJI,cytoplasmic side,periplasm,MONOTOPIC MEMBRANE PROTEINS
22.8,26.0,6.0,5IXM,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
34.8,7.0,14.0,7JHJ,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.4,7.0,4.0,7MBX,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.4,7.0,12.0,7XOU,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,7.0,6.0,7W2Z,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.0,7.0,8.0,7XOW,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.8,7.0,6.0,7EIB,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,7.0,13.0,4AW6,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
23.4,26.0,3.0,5IV8,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
25.0,44.0,1.0,6ZAZ,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
32.8,7.0,18.0,7VUY,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,7.0,15.0,6BH8,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,7.0,22.0,7WIC,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,24.0,0.0,6PBF,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
19.4,60.0,0.0,5WQ8,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
30.4,28.0,0.0,7T6J,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.0,26.0,0.0,1QCR,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
35.4,7.0,15.0,8DWC,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
37.0,7.0,17.0,7S8L,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,25.0,3.0,7DTC,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,27.0,2.0,8GZ1,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.6,7.0,16.0,7YAE,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.4,7.0,3.0,7XMS,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,7.0,20.0,7XAT,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.8,7.0,2.0,7XW5,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,7.0,2.0,7WKD,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,7.0,4.0,7Y24,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.4,29.0,1.0,8FHD,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,25.0,3.0,6J8G,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.2,7.0,5.0,7XBD,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,28.0,0.0,7K48,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,21.0,0.0,3NS0,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,21.0,0.0,3T45,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,21.0,0.0,4FPD,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,28.0,2.0,7XM9,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,13.0,12.0,6F2D,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:BETA-BARREL
31.8,21.0,0.0,4X31,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.6,7.0,24.0,5B35,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,21.0,0.0,5B6V,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,21.0,0.0,6G7H,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,21.0,0.0,6RQO,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
21.0,19.0,5.0,6TIQ,cytoplasmic side ,intermembrane space,TRANSMEMBRANE PROTEINS:BETA-BARREL
32.4,7.0,9.0,8HCQ,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,7.0,6.0,7XK2,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
35.4,7.0,3.0,8I2G,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,7.0,6.0,7YJ4,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.4,24.0,0.0,5IWK,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.6,6.0,26.0,5WO6,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
6.9,0.0,35.0,3L7I,cytoplasmic side,periplasm,MONOTOPIC MEMBRANE PROTEINS
2.9,0.0,24.0,2K5U,cytoplasmic side,lumenal side,MONOTOPIC MEMBRANE PROTEINS
4.7,0.0,62.0,2KSQ,cytoplasmic side,lumenal side,MONOTOPIC MEMBRANE PROTEINS
30.6,6.0,17.0,7D2K,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,16.0,10.0,6S3S,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:BETA-BARREL
31.0,24.0,0.0,6BO8,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,24.0,0.0,6D7S,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,29.0,1.0,7W9L,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
7.8,0.0,73.0,3FSN,cytoplasmic side,extracellular side,MONOTOPIC MEMBRANE PROTEINS
31.0,8.0,0.0,4LTO,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,7.0,3.0,6PB0,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,7.0,10.0,6P9X,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,4.0,1.0,5OQK,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.2,7.0,4.0,6PB1,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,7.0,8.0,7TRY,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,7.0,18.0,6P9Y,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,7.0,21.0,6LPB,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,7.0,19.0,6M1I,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,21.0,0.0,5H36,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,21.0,1.0,5EGI,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.2,21.0,0.0,5WUC,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,21.0,0.0,5WUF,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,7.0,8.0,6FK6,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,21.0,0.0,6GA1,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,14.0,4.0,7VSO,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,14.0,4.0,7Z09,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,21.0,0.0,7XJC,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,6.0,10.0,6LMK,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.6,7.0,6.0,6OY9,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.6,6.0,5.0,6WHC,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,7.0,16.0,6WPW,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,7.0,15.0,7V35,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,7.0,16.0,5NX2,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,7.0,12.0,5XEZ,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,7.0,12.0,5VAI,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,7.0,12.0,6ORV,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
7.8,0.0,73.0,4F3D,cytoplasmic side,extracellular side,MONOTOPIC MEMBRANE PROTEINS
1.0,0.0,49.0,4PLA,cytoplasmic side,lumenal side,MONOTOPIC MEMBRANE PROTEINS
32.6,14.0,0.0,6OFJ,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,7.0,17.0,7C2E,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,7.0,16.0,6VCB,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,7.0,15.0,6X18,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,7.0,15.0,6XOX,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.0,12.0,2.0,4Q4H,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,20.0,0.0,4G1U,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.2,12.0,0.0,7D7R,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,7.0,4.0,7KI0,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.4,7.0,15.0,7DUR,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.6,7.0,9.0,7RTB,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,7.0,6.0,7S1M,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,42.0,9.0,7MT9,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,21.0,0.0,4QI1,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,21.0,0.0,5ITE,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,21.0,0.0,1E12,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,14.0,4.0,7Q38,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.9,7.0,13.0,1XIO,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,21.0,2.0,2M3G,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,7.0,10.0,6LN2,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.6,7.0,17.0,7FIM,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.8,7.0,10.0,7ZBC,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,14.0,0.0,7EKL,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,7.0,14.0,7X8R,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,7.0,3.0,7D68,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,7.0,8.0,7DTY,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.9,14.0,0.0,2Z73,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,7.0,13.0,5UZ7,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,7.0,12.0,6NIY,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.4,8.0,8.0,7TYF,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.9,7.0,11.0,2ZIY,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,24.0,0.0,7K4A,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.0,28.0,0.0,8FOB,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
4.1,0.0,47.0,6XU5,cytoplasmic side,extracellular side,MONOTOPIC MEMBRANE PROTEINS
30.2,24.0,0.0,5T4D,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,7.0,12.0,7F16,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,8.0,16.0,6UUN,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,7.0,11.0,6WZG,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,7.0,12.0,7D3S,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,7.0,9.0,6VN7,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,7.0,11.0,8E3Y,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,22.0,0.0,7SC0,cytoplasmic side,extracellular side,MONOTOPIC MEMBRANE PROTEINS
30.2,24.0,0.0,5K47,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
25.8,24.0,1.0,5MKE,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.6,29.0,1.0,6A70,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,24.0,0.0,6DU8,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.2,24.0,0.0,6T9N,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,1.0,41.0,2MFR,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.9,7.0,11.0,3AYN,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
35.8,7.0,11.0,7CZ5,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,7.0,3.0,7WU2,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.0,7.0,4.0,7WU3,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.4,7.0,5.0,7WXU,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,7.0,13.0,6NBF,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.8,7.0,12.0,7WY5,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.0,7.0,4.0,7VQX,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,14.0,10.0,7EB2,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,14.0,10.0,7E9G,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,17.0,5.0,5A63,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
